0.0 	 0.0	 0.0
0.005 	 -0.05135966943884805	 0.001078208081378372
0.01 	 -0.04762035894534899	 0.004312542873334736
0.015 	 -0.0186489541732777	 0.009700808106958949
0.02 	 -0.02044898826218364	 0.017238429054579982
0.025 	 -0.0012775651219090998	 0.026918429286652997
0.03 	 0.027075704856535005	 0.03873141021593537
0.035 	 0.043513302194863955	 0.052665533555185294
0.04 	 0.06628594521484395	 0.06870650681297583
0.045 	 0.09704737930102818	 0.08683757195017308
0.05 	 0.11423635218040662	 0.10703949731716125
0.055 	 0.11745070100444184	 0.12929057298899857
